month,line,line_label,component,budget,actual,impact,detail,budget_line,material
2026-07,rd_payroll,R&D payroll,rate,950092.5385557468,925826.9615281529,4351.888960788454,"loaded cost per FTE 13,040 against 13,101 budgeted (monthly)",950092.5385557468,False
2026-07,sm_payroll,Sales and marketing payroll,headcount,352750.6951783683,320140.53154027375,27634.84708770626,28.0 FTE against 30.4 budgeted (budget net of vacancy allowance),352750.6951783683,True
2026-07,sm_payroll,Sales and marketing payroll,rate,352750.6951783683,320140.53154027375,4975.316550388263,"loaded cost per FTE 11,434 against 11,611 budgeted (monthly)",352750.6951783683,False
2026-07,ga_payroll,G&A payroll,headcount,249554.54480228166,244028.03939165163,11883.54975248959,14.0 FTE against 14.7 budgeted (budget net of vacancy allowance),249554.54480228166,False
2026-07,ga_payroll,G&A payroll,rate,249554.54480228166,244028.03939165163,-6357.044341859575,"loaded cost per FTE 17,431 against 16,976 budgeted (monthly)",249554.54480228166,False
2026-07,sm_programs,Marketing programmes,volume,392700.0,337700.0,84700.00000000001,11 new logos against 14.0 budgeted,392700.0,True
2026-07,sm_programs,Marketing programmes,rate,392700.0,337700.0,-29700.0,"programme spend per new logo 30,700 against 28,000 budgeted",392700.0,True
2026-07,cogs_third_party,Third-party software and data,spend,62797.973958573086,59382.563888989716,3415.4100695833695,"59,383 against 62,798 budgeted",62797.973958573086,False
2026-07,cogs_payment,Payment processing,spend,31398.986979286543,29691.281944494858,1707.7050347916847,"29,691 against 31,399 budgeted",31398.986979286543,False
2026-07,cogs_recruiting,Customer operations recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-07,rd_recruiting,R&D recruiting,spend,0.0,43898.19506940724,-43898.19506940724,"43,898 against 0 budgeted",0.0,True
2026-07,rd_tooling,R&D tooling,spend,32634.0,31950.0,684.0,"31,950 against 32,634 budgeted",32634.0,False
2026-07,rd_contractors,R&D contractors,spend,60000.0,60000.0,-0.0,"60,000 against 60,000 budgeted",60000.0,False
2026-07,sm_recruiting,Sales and marketing recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-07,sm_commission,Sales commission,spend,74103.37252583545,56649.12857019864,17454.24395563681,"56,649 against 74,103 budgeted",74103.37252583545,False
2026-07,ga_recruiting,G&A recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-07,ga_rent,Rent,spend,71540.0,69100.0,2440.0,"69,100 against 71,540 budgeted",71540.0,False
2026-07,ga_software,Software seats,spend,26107.199999999997,25200.0,907.1999999999971,"25,200 against 26,107 budgeted",26107.199999999997,False
2026-07,ga_fixed,Fixed G&A,spend,75000.0,75000.0,-0.0,"75,000 against 75,000 budgeted",75000.0,False
2026-08,revenue_platform,Platform revenue,volume,1965383.643232464,1855089.4412908673,-117975.63814454485,Platform customers 533 against 567 budgeted,1965383.643232464,True
2026-08,revenue_platform,Platform revenue,price,1965383.643232464,1855089.4412908673,7681.436202948208,"Platform revenue per customer 3,483 against 3,468 budgeted (monthly)",1965383.643232464,False
2026-08,revenue_insights,Insights revenue,volume,182028.40277247422,165916.921336955,-16111.481435519241,Insights customers 136 against 150 budgeted,182028.40277247422,False
2026-08,revenue_insights,Insights revenue,price,182028.40277247422,165916.921336955,3.100282705214305e-11,"Insights revenue per customer 1,217 against 1,217 budgeted (monthly)",182028.40277247422,False
2026-08,cogs_cloud,Cloud hosting,usage,169624.24038755283,188164.50464484372,-18540.26425729089,"381,927 compute units against 337,716 budgeted",169624.24038755283,False
2026-08,cogs_cloud,Cloud hosting,rate,169624.24038755283,188164.50464484372,-0.0,effective unit cost 0.4194 against 0.4194 budgeted,169624.24038755283,False
2026-08,cogs_cloud,Cloud hosting,fixed,169624.24038755283,188164.50464484372,-0.0,"fixed cloud 28,000 against 28,000 budgeted",169624.24038755283,False
2026-08,cogs_payroll,Customer operations payroll,headcount,288569.46031973476,282552.53155031987,4627.20708967506,27.0 FTE against 27.4 budgeted (budget net of vacancy allowance),288569.46031973476,False
2026-08,cogs_payroll,Customer operations payroll,rate,288569.46031973476,282552.53155031987,1389.7216797398505,"loaded cost per FTE 10,465 against 10,516 budgeted (monthly)",288569.46031973476,False
2026-08,rd_payroll,R&D payroll,headcount,950092.5385557468,935879.881019042,6812.577496538673,72.0 FTE against 72.5 budgeted (budget net of vacancy allowance),950092.5385557468,False
2026-08,rd_payroll,R&D payroll,rate,950092.5385557468,935879.881019042,7400.0800401661545,"loaded cost per FTE 12,998 against 13,101 budgeted (monthly)",950092.5385557468,False
2026-08,sm_payroll,Sales and marketing payroll,headcount,352750.6951783683,320140.53154027375,27634.84708770626,28.0 FTE against 30.4 budgeted (budget net of vacancy allowance),352750.6951783683,True
2026-08,sm_payroll,Sales and marketing payroll,rate,352750.6951783683,320140.53154027375,4975.316550388263,"loaded cost per FTE 11,434 against 11,611 budgeted (monthly)",352750.6951783683,False
2026-08,ga_payroll,G&A payroll,headcount,249554.54480228166,252881.2899517278,-5092.9498939241275,15.0 FTE against 14.7 budgeted (budget net of vacancy allowance),249554.54480228166,False
2026-08,ga_payroll,G&A payroll,rate,249554.54480228166,252881.2899517278,1766.2047444779455,"loaded cost per FTE 16,859 against 16,976 budgeted (monthly)",249554.54480228166,False
2026-08,sm_programs,Marketing programmes,volume,392700.0,368400.0,56700.00000000001,12 new logos against 14.0 budgeted,392700.0,True
2026-08,sm_programs,Marketing programmes,rate,392700.0,368400.0,-32400.0,"programme spend per new logo 30,700 against 28,000 budgeted",392700.0,True
2026-08,cogs_third_party,Third-party software and data,spend,64422.36138014815,60630.19087883466,3792.170501313485,"60,630 against 64,422 budgeted",64422.36138014815,False
2026-08,cogs_payment,Payment processing,spend,32211.180690074078,30315.095439417335,1896.0852506567426,"30,315 against 32,211 budgeted",32211.180690074078,False
2026-08,cogs_recruiting,Customer operations recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-08,rd_recruiting,R&D recruiting,spend,0.0,14375.004038449582,-14375.004038449582,"14,375 against 0 budgeted",0.0,False
2026-08,rd_tooling,R&D tooling,spend,32634.0,32400.0,234.0,"32,400 against 32,634 budgeted",32634.0,False
2026-08,rd_contractors,R&D contractors,spend,60000.0,60000.0,-0.0,"60,000 against 60,000 budgeted",60000.0,False
2026-08,sm_recruiting,Sales and marketing recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-08,sm_commission,Sales commission,spend,74624.41429725537,62767.85181049626,11856.56248675911,"62,768 against 74,624 budgeted",74624.41429725537,False
2026-08,ga_recruiting,G&A recruiting,spend,0.0,12659.557521557954,-12659.557521557954,"12,660 against 0 budgeted",0.0,False
2026-08,ga_rent,Rent,spend,71540.0,70000.0,1540.0,"70,000 against 71,540 budgeted",71540.0,False
2026-08,ga_software,Software seats,spend,26107.199999999997,25560.0,547.1999999999971,"25,560 against 26,107 budgeted",26107.199999999997,False
2026-08,ga_fixed,Fixed G&A,spend,75000.0,75000.0,-0.0,"75,000 against 75,000 budgeted",75000.0,False
